video_id,path,source_url,note_id,category,source_category,primary_category,subcategory,author,region,language,enabled,profile_ready,filename
food_67e28721000000000b0171fe,/Users/linying/workers/rednote-library/materials/美食展示-美食展示_@小刘的朋友圈_新马泰_泰语_67e28721000000000b0171fe.mp4,https://www.xiaohongshu.com/explore/67e28721000000000b0171fe,67e28721000000000b0171fe,food,美食展示-美食展示,美食展示,美食展示,@小刘的朋友圈,新马泰,泰语,true,true,美食展示-美食展示_@小刘的朋友圈_新马泰_泰语_67e28721000000000b0171fe.mp4
food_67c42f7f00000000290145a1,/Users/linying/workers/rednote-library/materials/美食展示-美食展示_@是饱饱_新马泰_泰语_67c42f7f00000000290145a1.mp4,https://www.xiaohongshu.com/explore/67c42f7f00000000290145a1,67c42f7f00000000290145a1,food,美食展示-美食展示,美食展示,美食展示,@是饱饱,新马泰,泰语,true,true,美食展示-美食展示_@是饱饱_新马泰_泰语_67c42f7f00000000290145a1.mp4
food_69f318a0000000003501d9fe,/Users/linying/workers/rednote-library/materials/美食展示-美食展示_@泡芙味的女孩子O_新马泰_中文（简体）_69f318a0000000003501d9fe.mp4,https://www.xiaohongshu.com/explore/69f318a0000000003501d9fe,69f318a0000000003501d9fe,food,美食展示-美食展示,美食展示,美食展示,@泡芙味的女孩子O,新马泰,中文（简体）,true,true,美食展示-美食展示_@泡芙味的女孩子O_新马泰_中文（简体）_69f318a0000000003501d9fe.mp4
food_695fab42000000000e03dbcd,/Users/linying/workers/rednote-library/materials/美食展示-美食展示_@深夜食堂_新马泰_泰语_695fab42000000000e03dbcd.mp4,https://www.xiaohongshu.com/explore/695fab42000000000e03dbcd,695fab42000000000e03dbcd,food,美食展示-美食展示,美食展示,美食展示,@深夜食堂,新马泰,泰语,true,true,美食展示-美食展示_@深夜食堂_新马泰_泰语_695fab42000000000e03dbcd.mp4
food_6a39e8890000000006037566,/Users/linying/workers/rednote-library/materials/美食展示-美食展示_@爱吃的萌宝_新马泰_英语_6a39e8890000000006037566.mp4,https://www.xiaohongshu.com/explore/6a39e8890000000006037566,6a39e8890000000006037566,food,美食展示-美食展示,美食展示,美食展示,@爱吃的萌宝,新马泰,英语,true,true,美食展示-美食展示_@爱吃的萌宝_新马泰_英语_6a39e8890000000006037566.mp4
food_690c2fd40000000005003434,/Users/linying/workers/rednote-library/materials/美食展示-美食展示_@爱料理的李小姐_新马泰_中文（简体）_690c2fd40000000005003434.mp4,https://www.xiaohongshu.com/explore/690c2fd40000000005003434,690c2fd40000000005003434,food,美食展示-美食展示,美食展示,美食展示,@爱料理的李小姐,新马泰,中文（简体）,true,true,美食展示-美食展示_@爱料理的李小姐_新马泰_中文（简体）_690c2fd40000000005003434.mp4
food_69648bea000000002103df44,/Users/linying/workers/rednote-library/materials/美食展示-美食展示_@瑞又饿了_新马泰_中文（简体）_69648bea000000002103df44.mp4,https://www.xiaohongshu.com/explore/69648bea000000002103df44,69648bea000000002103df44,food,美食展示-美食展示,美食展示,美食展示,@瑞又饿了,新马泰,中文（简体）,true,true,美食展示-美食展示_@瑞又饿了_新马泰_中文（简体）_69648bea000000002103df44.mp4
food_6a0ad0300000000008026599,/Users/linying/workers/rednote-library/materials/美食展示-美食展示_@糍粑粑粑_新马泰_英语_6a0ad0300000000008026599.mp4,https://www.xiaohongshu.com/explore/6a0ad0300000000008026599,6a0ad0300000000008026599,food,美食展示-美食展示,美食展示,美食展示,@糍粑粑粑,新马泰,英语,true,true,美食展示-美食展示_@糍粑粑粑_新马泰_英语_6a0ad0300000000008026599.mp4
food_67986c43000000001902ecdf,/Users/linying/workers/rednote-library/materials/美食展示-美食展示_@肥公主Salome~_新马泰_英语_67986c43000000001902ecdf.mp4,https://www.xiaohongshu.com/explore/67986c43000000001902ecdf,67986c43000000001902ecdf,food,美食展示-美食展示,美食展示,美食展示,@肥公主Salome~,新马泰,英语,true,true,美食展示-美食展示_@肥公主Salome~_新马泰_英语_67986c43000000001902ecdf.mp4
food_672f6923000000001d0382e8,/Users/linying/workers/rednote-library/materials/美食展示-美食展示_@金克丝_新马泰_中文（简体）_672f6923000000001d0382e8.mp4,https://www.xiaohongshu.com/explore/672f6923000000001d0382e8,672f6923000000001d0382e8,food,美食展示-美食展示,美食展示,美食展示,@金克丝,新马泰,中文（简体）,true,true,美食展示-美食展示_@金克丝_新马泰_中文（简体）_672f6923000000001d0382e8.mp4
dance_68b10f01000000001b036f01,/Users/linying/workers/rednote-library/materials/舞蹈-其他舞蹈_@小🐑的快乐星球_港澳台_英语_68b10f01000000001b036f01.mp4,https://www.xiaohongshu.com/explore/68b10f01000000001b036f01,68b10f01000000001b036f01,dance,舞蹈-其他舞蹈,舞蹈,其他舞蹈,@小🐑的快乐星球,港澳台,英语,true,false,舞蹈-其他舞蹈_@小🐑的快乐星球_港澳台_英语_68b10f01000000001b036f01.mp4
dance_680f54cf000000002001f18c,/Users/linying/workers/rednote-library/materials/舞蹈-其他舞蹈_@汤圆💃_港澳台_中文（繁体）_680f54cf000000002001f18c.mp4,https://www.xiaohongshu.com/explore/680f54cf000000002001f18c,680f54cf000000002001f18c,dance,舞蹈-其他舞蹈,舞蹈,其他舞蹈,@汤圆💃,港澳台,中文（繁体）,true,false,舞蹈-其他舞蹈_@汤圆💃_港澳台_中文（繁体）_680f54cf000000002001f18c.mp4
art_675abcb900000000060399d0,/Users/linying/workers/rednote-library/materials/艺术作品-创意视觉_@在木板上画画_港澳台_英语_675abcb900000000060399d0.mp4,https://www.xiaohongshu.com/explore/675abcb900000000060399d0,675abcb900000000060399d0,art,艺术作品-创意视觉,艺术作品,创意视觉,@在木板上画画,港澳台,英语,true,false,艺术作品-创意视觉_@在木板上画画_港澳台_英语_675abcb900000000060399d0.mp4
art_68bd2b3f000000001d01a253,/Users/linying/workers/rednote-library/materials/艺术作品-创意视觉_@杨帅_港澳台_中文（繁体）_68bd2b3f000000001d01a253.mp4,https://www.xiaohongshu.com/explore/68bd2b3f000000001d01a253,68bd2b3f000000001d01a253,art,艺术作品-创意视觉,艺术作品,创意视觉,@杨帅,港澳台,中文（繁体）,true,false,艺术作品-创意视觉_@杨帅_港澳台_中文（繁体）_68bd2b3f000000001d01a253.mp4
art_68c16c74000000001d002476,/Users/linying/workers/rednote-library/materials/艺术作品-创意视觉_@欣于所遇_港澳台_中文（繁体）_68c16c74000000001d002476.mp4,https://www.xiaohongshu.com/explore/68c16c74000000001d002476,68c16c74000000001d002476,art,艺术作品-创意视觉,艺术作品,创意视觉,@欣于所遇,港澳台,中文（繁体）,true,false,艺术作品-创意视觉_@欣于所遇_港澳台_中文（繁体）_68c16c74000000001d002476.mp4
art_6874f0bc000000001203197e,/Users/linying/workers/rednote-library/materials/艺术作品-创意视觉_@知壹陶艺工作室_港澳台_中文（繁体）_6874f0bc000000001203197e.mp4,https://www.xiaohongshu.com/explore/6874f0bc000000001203197e,6874f0bc000000001203197e,art,艺术作品-创意视觉,艺术作品,创意视觉,@知壹陶艺工作室,港澳台,中文（繁体）,true,false,艺术作品-创意视觉_@知壹陶艺工作室_港澳台_中文（繁体）_6874f0bc000000001203197e.mp4
art_6a279152000000002202b14e,/Users/linying/workers/rednote-library/materials/艺术作品-创意视觉_@肉松和小贝_港澳台_英语_6a279152000000002202b14e.mp4,https://www.xiaohongshu.com/explore/6a279152000000002202b14e,6a279152000000002202b14e,art,艺术作品-创意视觉,艺术作品,创意视觉,@肉松和小贝,港澳台,英语,true,false,艺术作品-创意视觉_@肉松和小贝_港澳台_英语_6a279152000000002202b14e.mp4
art_6a06f389000000003701fdcc,/Users/linying/workers/rednote-library/materials/艺术作品-创意视觉_@阿曹在画画_港澳台_中文（繁体）_6a06f389000000003701fdcc.mp4,https://www.xiaohongshu.com/explore/6a06f389000000003701fdcc,6a06f389000000003701fdcc,art,艺术作品-创意视觉,艺术作品,创意视觉,@阿曹在画画,港澳台,中文（繁体）,true,false,艺术作品-创意视觉_@阿曹在画画_港澳台_中文（繁体）_6a06f389000000003701fdcc.mp4
